record,code_region,Region,Annee,code_indicateur,Indicateur,code_type_uai,type_administration,code_sexe,Sexe,code_type_pers,type_personnel,etat_donnees,Valeur
3471,52,Pays de la Loire,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.39
3472,52,Pays de la Loire,2012,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,29.13
3473,52,Pays de la Loire,2012,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,107.91
3474,52,Pays de la Loire,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,866.21
3475,52,Pays de la Loire,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,414.33
3476,52,Pays de la Loire,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,271.26
3477,52,Pays de la Loire,2012,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,60.32
3478,52,Pays de la Loire,2013,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,semi-definitif,35.33
3479,52,Pays de la Loire,2013,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,semi-definitif,449.49
3480,53,Bretagne,2001,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,98.4
3481,53,Bretagne,2002,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,12.5
3482,53,Bretagne,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,226.2
3483,53,Bretagne,2003,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,207.74
3484,53,Bretagne,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,861.58
3485,53,Bretagne,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,140.86
3486,53,Bretagne,2004,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2034.03
3487,53,Bretagne,2005,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2044.11
3488,53,Bretagne,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,270.68
3489,53,Bretagne,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,167.41
3490,53,Bretagne,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,27.7
3491,53,Bretagne,2005,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,28.3
3492,53,Bretagne,2006,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,170.48
3493,53,Bretagne,2006,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,1627.82
3494,53,Bretagne,2006,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,118.3
3495,53,Bretagne,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,3.0
3496,53,Bretagne,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,44.02
3497,53,Bretagne,2007,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,164.48
3498,53,Bretagne,2007,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,893.6
3499,53,Bretagne,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,480.76
3500,53,Bretagne,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,277.0
3501,25,Basse-Normandie,2012,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,0.1
3502,25,Basse-Normandie,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,768.85
3503,25,Basse-Normandie,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,196.7
3504,25,Basse-Normandie,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,66.2
3505,25,Basse-Normandie,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.1
3506,25,Basse-Normandie,2013,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,semi-definitif,6.01
3507,25,Basse-Normandie,2013,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,semi-definitif,790.35
3508,25,Basse-Normandie,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,semi-definitif,138.25
3509,25,Basse-Normandie,2013,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,semi-definitif,84.55
3510,26,Bourgogne,2001,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,19.0
3511,26,Bourgogne,2001,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.2
3512,26,Bourgogne,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,5.6
3513,26,Bourgogne,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,171.2
3514,26,Bourgogne,2002,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,130.9
3515,26,Bourgogne,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,84.3
3516,26,Bourgogne,2002,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,194.5
3517,26,Bourgogne,2003,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,317.34
3518,26,Bourgogne,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,78.6
3519,26,Bourgogne,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,183.05
3520,26,Bourgogne,2003,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,1.0
3521,26,Bourgogne,2003,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,7.1
3522,26,Bourgogne,2004,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,73.43
3523,26,Bourgogne,2004,dird,Depense interieure de R&D,2,EPST,,,,,definitif,32.58
3524,26,Bourgogne,2004,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.51
3525,26,Bourgogne,2004,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,349.34
3526,26,Bourgogne,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,166.3
3527,26,Bourgogne,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,136.63
3528,26,Bourgogne,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
3529,26,Bourgogne,2004,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,6.0
3530,26,Bourgogne,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,3.0
3531,26,Bourgogne,2005,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
3532,26,Bourgogne,2005,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,7.1
3533,26,Bourgogne,2006,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,2.65
3534,26,Bourgogne,2006,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,7.1
3535,26,Bourgogne,2006,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,18.81
3536,26,Bourgogne,2007,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.8
3537,26,Bourgogne,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,146.53
3538,26,Bourgogne,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,2.0
3539,26,Bourgogne,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,3.0
3540,26,Bourgogne,2007,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
3541,26,Bourgogne,2007,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,7.06
3542,26,Bourgogne,2008,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,81.0
3543,26,Bourgogne,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,146.92
3544,26,Bourgogne,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1.0
3545,26,Bourgogne,2008,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,6.09
3546,26,Bourgogne,2008,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,18.81
3547,26,Bourgogne,2008,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,20.75
3548,26,Bourgogne,2009,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,100.57
3549,26,Bourgogne,2009,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,1.61
3550,26,Bourgogne,2009,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,2,Soutien a la recherche,definitif,424.66
3551,26,Bourgogne,2009,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
3552,26,Bourgogne,2010,dird,Depense interieure de R&D,2,EPST,,,,,definitif,49.45
3553,26,Bourgogne,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,766.18
3554,26,Bourgogne,2010,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,180.6
3555,26,Bourgogne,2011,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,0.36
3556,26,Bourgogne,2011,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,1.8
3557,26,Bourgogne,2012,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,105.91
3558,26,Bourgogne,2012,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,183.5
3559,26,Bourgogne,2012,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,0.8
3560,26,Bourgogne,2012,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
3561,26,Bourgogne,2013,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,semi-definitif,1.0
3562,26,Bourgogne,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,100.36
3563,31,Nord-Pas-de-Calais,2001,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,15.05
3564,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2363.1
3565,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,12.8
3566,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,20.8
3567,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.2
3568,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
3569,31,Nord-Pas-de-Calais,2001,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,21.6
3570,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,10.55
3571,31,Nord-Pas-de-Calais,2002,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,51.51
3572,31,Nord-Pas-de-Calais,2003,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,14.55
3573,31,Nord-Pas-de-Calais,2003,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,3.24
3574,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,65.91
3575,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,1,Chercheurs,definitif,2.0
3576,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.1
3577,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,12.0
3578,31,Nord-Pas-de-Calais,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,50.25
3579,31,Nord-Pas-de-Calais,2004,dird,Depense interieure de R&D,2,EPST,,,,,definitif,61.44
3580,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,2,Soutien a la recherche,definitif,14.1
3581,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,428.4
3582,31,Nord-Pas-de-Calais,2004,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,69.41
3583,31,Nord-Pas-de-Calais,2005,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,234.52
3584,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,168.4
3585,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,62.91
3586,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,24.54
3587,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,6.9
3588,31,Nord-Pas-de-Calais,2005,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.0
3589,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,2,Soutien a la recherche,definitif,10.0
3590,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,173.5
3591,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,450.49
3592,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
3593,31,Nord-Pas-de-Calais,2006,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
3594,31,Nord-Pas-de-Calais,2007,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,249.89
3595,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,312.75
3596,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,28.27
3597,31,Nord-Pas-de-Calais,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,2,Soutien a la recherche,definitif,15.65
3598,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,150.8
3599,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,58.22
3600,31,Nord-Pas-de-Calais,2008,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,11.22
3601,53,Bretagne,2007,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,226.46
3602,53,Bretagne,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,165.63
3603,53,Bretagne,2008,pers,Effectifs de R&D,1,Enseignement superieur,1,Hommes,1,Chercheurs,definitif,477.8
3604,53,Bretagne,2008,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,169.0
3605,53,Bretagne,2008,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,definitif,37.66
3606,53,Bretagne,2008,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,44.02
3607,53,Bretagne,2009,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2006.0
3608,53,Bretagne,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,646.12
3609,53,Bretagne,2009,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,39.55
3610,53,Bretagne,2010,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2022.7
3611,53,Bretagne,2010,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,11.46
3612,53,Bretagne,2011,pers,Effectifs de R&D,2,EPST,1,Hommes,1,Chercheurs,definitif,705.84
3613,53,Bretagne,2011,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,663.85
3614,53,Bretagne,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,135.8
3615,53,Bretagne,2011,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,146.92
3616,53,Bretagne,2011,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,21.76
3617,53,Bretagne,2012,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,2219.57
3618,53,Bretagne,2012,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,610.52
3619,53,Bretagne,2013,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,semi-definitif,310.17
3620,53,Bretagne,2013,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,semi-definitif,397.09
3621,53,Bretagne,2013,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,semi-definitif,170.09
3622,53,Bretagne,2013,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,2,Soutien a la recherche,semi-definitif,25.39
3623,54,Poitou-Charentes,2001,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,4.1
3624,54,Poitou-Charentes,2001,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,7.8
3625,54,Poitou-Charentes,2002,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,2.0
3626,54,Poitou-Charentes,2003,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,5.82
3627,54,Poitou-Charentes,2003,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,154.6
3628,54,Poitou-Charentes,2003,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,2,Soutien a la recherche,definitif,22.5
3629,54,Poitou-Charentes,2003,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,16.76
3630,54,Poitou-Charentes,2004,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,41.5
3631,54,Poitou-Charentes,2004,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
3632,54,Poitou-Charentes,2004,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
3633,54,Poitou-Charentes,2004,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,1.7
3634,54,Poitou-Charentes,2004,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,12.4
3635,54,Poitou-Charentes,2005,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,1.45
3636,54,Poitou-Charentes,2005,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,160.63
3637,54,Poitou-Charentes,2005,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,2,Soutien a la recherche,definitif,24.01
3638,54,Poitou-Charentes,2005,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,2,Soutien a la recherche,definitif,12.4
3639,54,Poitou-Charentes,2005,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,16.76
3640,54,Poitou-Charentes,2006,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,1.46
3641,54,Poitou-Charentes,2006,pers,Effectifs de R&D,1,Enseignement superieur,2,Femmes,1,Chercheurs,definitif,52.0
3642,54,Poitou-Charentes,2006,pers,Effectifs de R&D,3,EPIC et assimiles,3,Non ventile,2,Soutien a la recherche,definitif,0.95
3643,54,Poitou-Charentes,2007,dird,Depense interieure de R&D,3,EPIC et assimiles,,,,,definitif,1.87
3644,54,Poitou-Charentes,2007,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,239.2
3645,54,Poitou-Charentes,2007,pers,Effectifs de R&D,2,EPST,2,Femmes,2,Soutien a la recherche,definitif,162.1
3646,54,Poitou-Charentes,2007,pers,Effectifs de R&D,3,EPIC et assimiles,2,Femmes,1,Chercheurs,definitif,13.67
3647,54,Poitou-Charentes,2007,pers,Effectifs de R&D,4,Autres administrations,3,Non ventile,1,Chercheurs,definitif,15.47
3648,54,Poitou-Charentes,2008,dird,Depense interieure de R&D,1,Enseignement superieur,,,,,definitif,101.72
3649,54,Poitou-Charentes,2008,dird,Depense interieure de R&D,4,Autres administrations,,,,,definitif,1.46
3650,54,Poitou-Charentes,2008,pers,Effectifs de R&D,1,Enseignement superieur,3,Non ventile,1,Chercheurs,definitif,745.0
3651,54,Poitou-Charentes,2008,pers,Effectifs de R&D,2,EPST,1,Hommes,2,Soutien a la recherche,definitif,229.1
3652,54,Poitou-Charentes,2008,pers,Effectifs de R&D,3,EPIC et assimiles,1,Hommes,1,Chercheurs,definitif,40.82
3653,54,Poitou-Charentes,2008,pers,Effectifs de R&D,4,Autres administrations,1,Hommes,1,Chercheurs,definitif,1.0
3654,54,Poitou-Charentes,2008,pers,Effectifs de R&D,4,Autres administrations,2,Femmes,1,Chercheurs,definitif,4.0
3655,54,Poitou-Charentes,2009,pers,Effectifs de R&D,2,EPST,2,Femmes,1,Chercheurs,definitif,63.9
